Comment Type,User,Comment,Date,Is Code Owner,Pull Request URL,Author,Author Is Code Owner,Commit SHA,Commit Message
Review,MartinHjelmare,"```suggestion
        select_schema = vol.Schema(
```",2021-06-05T14:36:42Z,True,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,,
Review,MartinHjelmare,"```suggestion
            {vol.Required(""select_device""): vol.In(list(self.cloud_devices))}
```",2021-06-05T14:37:53Z,True,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,,
Review,MartinHjelmare,"```suggestion
            step_id=""select"", data_schema=select_schema, errors=errors
```",2021-06-05T14:38:06Z,True,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,,
Review,MartinHjelmare,Don't pass errors from outside a step method. The errors are specific to the form of the step.,2021-06-05T14:43:10Z,True,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,,
Review,MartinHjelmare,We could merge this step with the connect step. Then we wouldn't need to pass errors around.,2021-06-05T14:47:44Z,True,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,,
Review,starkillerOG,done,2021-06-06T15:04:16Z,True,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,,
Review,starkillerOG,"Done, I merged the two",2021-06-06T15:14:13Z,True,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,,
,,,2021-03-15T17:31:59Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,91f4502db27a93c37776362038ff60fd19fa4309,Add EU gateway support
,,,2021-03-15T20:21:16Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,9ccd753228fead120257a018869da2e9f31800b3,add options flow translations
,,,2021-03-15T21:02:55Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,14ae84ab4257e5a79b5739c7fda6267271291dd8,fix options flow
,,,2021-03-15T21:07:07Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,72d8414c7ec35437de974cb98d8a7ee3999ef4c1,fix missing import
,,,2021-03-15T21:17:19Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,208c0da687069f295c3b9849ba59972684dbf074,try to fix async_add_executor_job
,,,2021-03-15T21:19:26Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,b9234e6cfc5e5da748cb16e0a39ffea0bb8898f8,try to fix async_add_executor_job
,,,2021-03-15T21:23:00Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,cd156850492bc1906bd90339780233e4f86e155f,fix unload
,,,2021-03-15T21:28:17Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,096bb3393c055594c73edc62667ab62224af5d98,check for login succes
,,,2021-03-15T21:41:11Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,941cfdf47b460222dd261754cd369afb4926d715,fix not reloading
,,,2021-03-15T21:53:37Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,e5deb237ebc89e904eee9e7775a5617444a49844,use cloud option
,,,2021-03-15T22:01:57Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,adec981643e4c140d09b4de9651246b174eae019,fix styling
,,,2021-03-15T22:03:59Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,b7385e2a700e7f346caf5e5e4dcf715fd9489326,"Return after if

Co-authored-by: Nathan Tilley <nathan@tilley.xyz>"
,,,2021-03-15T22:06:31Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,625f677c8f90e6036d1288c5e1760076dd823892,cleanup
,,,2021-03-15T22:18:00Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,a7bf9236df1b8778b10d3d7043395bf342061840,add options flow tests
,,,2021-03-15T22:23:52Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,de117ff717eb3129775b366afc1c820e26f46741,fix new tests
,,,2021-03-15T22:26:06Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,c9a7824b794d66fc58a49adfca688a79e22cde3c,fix typo in docstring
,,,2021-03-16T08:15:29Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,13f2faa3d1e1259e8cbe6bb4d78b0c7c39bef7f9,add missing blank line
,,,2021-04-02T09:04:07Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,da44e81e9ea88d93484c8c89d0a6553d63e597be,Merge branch 'dev' into Miio_eu_gateway
,,,2021-04-28T09:17:16Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,63b8660751a10a078713e7760a390ab4d2834f04,"Use async_on_unload

Co-authored-by: Martin Hjelmare <marhje52@gmail.com>"
,,,2021-04-28T09:17:49Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,7c90f4626b52f411a84a637f152176de5b8be428,"Use async_on_unload

Co-authored-by: Martin Hjelmare <marhje52@gmail.com>"
,,,2021-04-28T09:19:34Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,b15ca992f671fdfa5a1515885227d0f1e829b4d5,"Use async_setup_platforms

Co-authored-by: Martin Hjelmare <marhje52@gmail.com>"
,,,2021-04-28T09:20:15Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,6575b2fd64ddb6cf1987148f6ebbf561354f2379,"Use async_unload_platforms

Co-authored-by: Martin Hjelmare <marhje52@gmail.com>"
,,,2021-04-28T09:21:00Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,91d7675d8225c194d04e25705689575ecbefabb9,"Update homeassistant/components/xiaomi_miio/__init__.py

Co-authored-by: Martin Hjelmare <marhje52@gmail.com>"
,,,2021-04-28T09:21:19Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,15f0d6b32c45a079e912388154225c921911bae4,"Update homeassistant/components/xiaomi_miio/const.py

Co-authored-by: Martin Hjelmare <marhje52@gmail.com>"
,,,2021-04-28T10:35:05Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,bf37d488bae18fa47533624a203f1d11426b3f6b,default use_cloud False
,,,2021-04-28T10:58:57Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,0911afe70f59d8575c415aab628c049c3496ff98,add options flow checks
,,,2021-04-28T12:19:07Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,9724ee69165aad73624c8da34f1e51b260008041,fix styling
,,,2021-04-28T12:19:40Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,a4e90d7d6f2ed122871d9f9c010743efb780f745,fix issort
,,,2021-04-28T15:35:13Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,f1c70b438177fadf97a6096f315e789a935d5fd4,add MiCloud check tests
,,,2021-04-28T17:16:36Z,,https://github.com/home-assistant/core/pull/47955,starkillerOG,True,8d097ee7df0cfc8819ab1bbcee655427098d447a,fix indent
Issue,homeassistant,"Hi @Sjoerdfc, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#66114).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2022-02-08T21:45:06Z,True,https://github.com/home-assistant/core/pull/66114,Sjoerdfc,False,,
Issue,Sjoerdfc,"The documentation PR: 

https://github.com/home-assistant/home-assistant.io/pull/21739",2022-02-22T09:50:57Z,False,https://github.com/home-assistant/core/pull/66114,Sjoerdfc,False,,
,,,2022-02-08T19:53:01Z,,https://github.com/home-assistant/core/pull/66114,Sjoerdfc,False,dfa41e639b3ef8a1a684243deb1641c26aaa780b,"Update sensor.py

Add the ICAO 24-bit address to the exit and entry events"
Issue,home-assistant[bot],"
Hey there @ctalkington, mind taking a look at this pull request as it has been labeled with an integration (`jellyfin`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L626) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `jellyfin` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign jellyfin` Removes the current integration label and assignees on the pull request, add the integration domain after the command.

</details>

",2023-07-29T08:34:44Z,False,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2023-07-29T11:14:03Z,False,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Issue,frenck,"👋  @j-stienstra Small and friendly notification. It seems like this PR is almost done! Did you maybe miss the last review comment? 

Don't forget to mark this PR ready for review once the last one has been solved.

../Frenck",2023-10-09T06:57:23Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Issue,j-stienstra,Thanks @frenck for the reminder. I did see the comment a while back but then promptly forgot all about it ;),2023-10-10T19:06:08Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,gjohansson-ST,Why do we need this?,2023-07-29T11:12:45Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,gjohansson-ST,I suggest you have another DATA_SCHEMA without the url so the user doesn't have to fill it (I assume it doesn't change),2023-07-29T11:13:21Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,j-stienstra,"I'm not sure what you are referring to. If you mean the casting to a dict, that is required in order to be able to update the entry data in the next step.",2023-07-29T19:55:21Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,j-stienstra,"Yes, good suggestion! I made the change.",2023-07-29T19:55:48Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,ctalkington,"I think this is different from the typical/suggested way of doing things is why he raised it as question.

https://developers.home-assistant.io/docs/config_entries_config_flow_handler?_highlight=reauth#reauthentication

notably you likely want to store the entry",2023-07-30T00:14:02Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,gjohansson-ST,"See [here](https://github.com/home-assistant/core/blob/dev/homeassistant/components/sensibo/config_flow.py#L32-L75) as example which is quite similar to what you want to achieve.
Not sure if it's possible to change the username or if that should also be removed from the schema?",2023-07-30T10:38:55Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,j-stienstra,"Okay, I'm not sure why entry_data is passed into async_step_reauth if we are not supposed to use it.
But anyway, I reconfigured the reauth flow to use the example code.
",2023-07-30T19:07:13Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,elupus,"This should be a string, not the ex object.",2023-07-30T19:32:51Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,elupus,"This should be possible to write as:
```python
new_input = self.entry.data | user_input
```",2023-07-30T19:35:36Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,j-stienstra,"I believe this is exactly as the documentation describes: 
https://developers.home-assistant.io/docs/config_entries_config_flow_handler#reauthentication",2023-07-31T18:07:07Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,elupus,"Indeed, it works. I didn't think it would str:ify the sub exception.",2023-07-31T18:45:17Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,gjohansson-ST,"```suggestion
        vol.Required(CONF_PASSWORD): str,
```
I guess it's required to have a password which can't be """"?",2023-08-03T10:51:45Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,gjohansson-ST,"```suggestion
          ""password"": ""[%key:common::config_flow::data::password%]""
```",2023-08-03T10:52:37Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,j-stienstra,"It is actually possible to remove a password from a user entirely and authenticate with just a username. Not very safe of course, but possible in Jellyfin.",2023-08-08T18:33:17Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,gjohansson-ST,😱 ,2023-08-08T19:33:30Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,j-stienstra,Done!,2023-08-09T18:03:25Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,j-stienstra,Thanks. That's very Pythonic indeed. The assert is still needed though to satisfy type checks.,2023-08-09T18:04:13Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,gjohansson-ST,"```suggestion
```
Don't think this adds anything right?",2023-08-09T19:58:29Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,j-stienstra,I suppose we can indeed do without. I removed these lines.,2023-10-10T19:05:08Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,gjohansson-ST,All these tests that ends with an error should be continued so they end with an abort.,2023-10-12T18:19:00Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
Review,j-stienstra,Done!,2023-10-21T14:08:38Z,True,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,,
,,,2023-03-05T13:29:37Z,,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,a48b3716eb10b9cec64c770e16aa4edc63678271,Add reauth to Jellyfin
,,,2023-07-27T18:56:27Z,,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,d5841d95113223d448bae5f40acf0048722ecebc,Fix test coverage
,,,2023-07-28T18:34:59Z,,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,056be15ca83cecb7d9ee582e1cb099bdaaf9e98b,Incorporate feedback from earlier PR
,,,2023-07-29T18:58:17Z,,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,8f66d77f9f59417e29752992da173097e721991a,Use dedicated reauth data schema
,,,2023-07-29T19:17:25Z,,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,d32364f7d828d28c92568b16cca0e6fc506960e4,Fix tests with reauth input
,,,2023-07-30T18:41:17Z,,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,5f6b1042eafd8cc50ca10584fe4e109b03532ab7,Store entire config entry on reauth
,,,2023-07-30T18:56:53Z,,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,2059c8966fbded7f4b3c987161e589413178d0b9,Fix ruff issue after rebase
,,,2023-08-09T17:52:48Z,,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,7c4e7ffe2534fc42678accd382786a94b27d2ebe,Minor fixes
,,,2023-10-10T18:42:17Z,,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,5c37573bce0f6a4040ad656bf3002a0f90901fce,Remove title and description from strings
,,,2023-10-21T13:39:42Z,,https://github.com/home-assistant/core/pull/97442,j-stienstra,True,7db9492bbaf836d8cbd36a0dcc6cb024f4a29c3b,Complete all test flows until abort
Issue,home-assistant[bot],"
Hey there @vangorra, mind taking a look at this pull request as it has been labeled with an integration (`withings`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1441) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `withings` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign withings` Removes the current integration label and assignees on the pull request, add the integration domain after the command.

</details>

",2023-10-15T17:47:08Z,False,https://github.com/home-assistant/core/pull/102058,joostlek,True,,
Review,joostlek,"One problem I am experiencing with this setup is that this is fired at every update, thus creating more entities. I can't really find a nice way to remove this listener after we added the sensor",2023-10-15T17:48:28Z,True,https://github.com/home-assistant/core/pull/102058,joostlek,True,,
Review,joostlek,"Gave it a shot, curious if this is what we want",2023-10-15T17:55:32Z,True,https://github.com/home-assistant/core/pull/102058,joostlek,True,,
Review,bdraco,"```suggestion
        async_add_entities([WithingsBinarySensor(coordinator)])
```",2023-10-23T02:54:42Z,True,https://github.com/home-assistant/core/pull/102058,joostlek,True,,
Review,bdraco,"You have this pattern in a few other places, it might be possible to make it a function",2023-10-23T02:55:49Z,True,https://github.com/home-assistant/core/pull/102058,joostlek,True,,
Review,joostlek,I'll look into this for a follow up,2023-10-23T07:02:16Z,True,https://github.com/home-assistant/core/pull/102058,joostlek,True,,
Review,MartinHjelmare,Please break long strings around max 88 characters per line.,2023-10-23T07:10:31Z,True,https://github.com/home-assistant/core/pull/102058,joostlek,True,,
,,,2023-10-15T17:43:59Z,,https://github.com/home-assistant/core/pull/102058,joostlek,True,0b7019ec4c7df6cc52c3c6a8f99d4a7f7fd47c2c,Make Withings bed presence sensor dynamic
,,,2023-10-15T17:54:51Z,,https://github.com/home-assistant/core/pull/102058,joostlek,True,06953161d0406d7e7ee141c3f99aee19fd72cf94,Make Withings bed presence sensor dynamic
,,,2023-10-21T19:59:52Z,,https://github.com/home-assistant/core/pull/102058,joostlek,True,9ddb9ed05868d9bb38a785778557db27ffb2cf7d,Merge branch 'dev' into withings_dynamic_bed_presence
,,,2023-10-23T02:54:13Z,,https://github.com/home-assistant/core/pull/102058,joostlek,True,421e909cff7a3c25eb1105c36d690e2c665b1135,Merge branch 'dev' into withings_dynamic_bed_presence
,,,2023-10-23T06:54:08Z,,https://github.com/home-assistant/core/pull/102058,joostlek,True,e210b10e3072847043bc4ef134b37a19ff87554e,"Update homeassistant/components/withings/binary_sensor.py

Co-authored-by: J. Nick Koston <nick@koston.org>"
Issue,homeassistant,"Hi @qistoph, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#45751).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2021-01-30T18:14:58Z,True,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Issue,probot-home-assistant[bot],"Hey there @home-assistant/core, @emontnemery, mind taking a look at this pull request as its been labeled with an integration (`mqtt`) you are listed as a [codeowner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L286) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2021-01-30T18:15:57Z,False,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Issue,emontnemery,"I think this is a good idea, but please add or extend tests to verify the `entity_id` variable is present and working as intended.
Also, it would be good to get it done for all MQTT components, for example it's still missing from MQTT light, basic schema.
Finally, we need a documentation PR also.",2021-02-01T12:18:10Z,True,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Issue,frenck,I wonder if we implement this if people would expect this to work in other places as well?,2021-02-01T12:23:10Z,True,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Issue,qistoph,"> I think this is a good idea, but please add or extend tests to verify the `entity_id` variable is present and working as intended.
> Also, it would be good to get it done for all MQTT components, for example it's still missing from MQTT light, basic schema.
> Finally, we need a documentation PR also.

Thanks for the feedback I'll try to work everything out and update my progress here.

> I wonder if we implement this if people would expect this to work in other places as well?

I was also wondering about that. Actually I was, at first, already under the impression variables such as `entity_id` would be available and then had to figure out the work around.

Then again, the MQTT component is probably a component that is used for customization more than most others. As such it might be a good place to start and work it out from there to other components.",2021-02-02T17:09:44Z,False,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Issue,emontnemery,"`entity_id` is already available as a template variable in other places where it makes sense, for example as part of trigger data.",2021-02-02T19:11:08Z,True,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Issue,emontnemery,Would it make sense to provide the `entity_id` as a variable also to the command templates?,2021-02-02T19:17:13Z,True,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Issue,emontnemery,@qistoph do you plan to finish this PR?,2021-02-17T08:24:44Z,True,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Issue,qistoph,"> @qistoph do you plan to finish this PR?

Yes, though I've been a little busy lately and unable to give you an eta

Feel free to close it if that helps you keep an overview. I'll re-open it (can I?) when updates are pushed",2021-02-17T09:27:49Z,False,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Issue,github-actions[bot],"There hasn't been any activity on this pull request recently. This pull request has been automatically marked as stale because of that and will be closed if no further activity occurs within 7 days.
Thank you for your contributions.",2021-03-19T10:22:53Z,False,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Review,emontnemery,"The implication here is that you want to be notified each time an issue is reported on the MQTT integration and help out to fix bugs and review PRs, is that your intention?

Whichever the case, open a separate PR for that.",2021-02-01T12:06:59Z,True,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Review,emontnemery,Same,2021-02-01T12:08:05Z,True,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Review,emontnemery,"You need to update the default lambda when there is no template, see the failing CI test.",2021-02-01T12:12:39Z,True,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Review,qistoph,"Thanks for the feedback. That was indeed not my intention, but done because of an error suggesting I had to in the `pre-commit` hook. I'll remove myself from codeowners in a PR update.",2021-02-02T16:35:11Z,False,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Review,qistoph,Same,2021-02-02T16:35:18Z,False,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
Review,qistoph,Added in 2c70b7a87c.,2021-02-02T17:20:27Z,False,https://github.com/home-assistant/core/pull/45751,qistoph,False,,
,,,2021-01-30T18:01:57Z,,https://github.com/home-assistant/core/pull/45751,qistoph,False,3ddbd1bb98b67a8d407d9295674c0bd2d891252a,Make entity_id available in MQTT component templates
,,,2021-02-02T16:33:54Z,,https://github.com/home-assistant/core/pull/45751,qistoph,False,1581dc59819a49d99304aa524d9ff6f510754f9e,Remove myself from codeowners
,,,2021-02-02T16:58:01Z,,https://github.com/home-assistant/core/pull/45751,qistoph,False,2c70b7a87c42eed113aa20c81bf6b2bbdf53c634,Fix climate default lambda
,,,2021-02-02T16:58:23Z,,https://github.com/home-assistant/core/pull/45751,qistoph,False,7d4c33001d07a3443e59ea45245f7680ff51f435,"Add missing MQTT light, basic_schema"
Issue,probot-home-assistant[bot],"Hey there @tuya, @zlinoliver, @metisu, @frenck, mind taking a look at this pull request as it has been labeled with an integration (`tuya`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L551) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2021-11-05T10:04:51Z,False,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Issue,frenck,Closing this PR as it has been running stale. Feel free to re-open when ready to work in it again. 👍 ,2022-02-07T10:02:46Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,Is this a measurement or a setting?,2021-11-05T12:37:39Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,"This counts down the number of seconds. We don't allow that in sensors, instead calculate the datetime of when the timer finishes and use that (give it the `timestamp` device class as well).

Additionally, this isn't a measurement?",2021-11-05T12:38:49Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,"Missing temperature, humidity, water quantity, rain sensor information, total water consumption?",2021-11-05T12:39:35Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,"I don't see the child lock in the specifications, nor in your provided data dump?",2021-11-05T12:40:34Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,iMarkus,Absolutely correct this is a setting.,2021-11-07T07:24:56Z,False,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,"Than it shouldn't be marked as measurement...

Instead mark it as an config category entity",2021-11-07T07:41:03Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,iMarkus,"Correct, removed.",2021-11-07T07:43:43Z,False,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,"Look at this again, countdown is actually a function as well, not just a status. Because of that reason, it should be a number entity, not a sensor.",2021-11-07T07:53:40Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,It could be start as well?,2021-11-07T07:54:46Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,iMarkus,Yes,2021-11-07T07:57:13Z,False,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,iMarkus,Haven't added this because I cannot test and verify. Mine is just supporting battery and countdown.,2021-11-07T09:00:19Z,False,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,"We can use the docs to add them, and create a virtual device in the cloud platform to test that ",2021-11-07T09:01:39Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,"In that case, we need to support that, as right now, it only handles the switch ",2021-11-07T09:02:52Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,iMarkus,As mine is also not supporting start I need to add a virtual device as proposed by you and test it.,2021-11-07T09:10:03Z,False,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,iMarkus,Are you able to find an Irrigator as virtual device. I cannot find one here: https://iot.tuya.com/pmg/solution,2021-11-10T08:49:51Z,False,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,"😧 What the heck?
Ok, lets implement what you have in this point in that case, but lets add it as a note/comment to the entity descriptions that not all from the spec is implemented.",2021-11-10T09:48:11Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,iMarkus,"Actually it counts down the minutes left.

countdown_left | Remaining time of countdown | Integer | {“unit”:“min”,“min”:0,“max”:1440,“scale”:0,“step”:1}

I am not sure how to add this one correctly.",2021-11-10T10:18:26Z,False,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,iMarkus,@frenck can you give me a hint or support on calculation of the datetime when the timer finishes? Currently I am using it as a sensor and it updates every minute until 0. Indeed it is not bad to see how much minutes are left instead of a timestamp.,2021-11-11T08:26:12Z,False,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
Review,frenck,Calculate a datetime instead and return that :),2021-11-29T16:21:14Z,True,https://github.com/home-assistant/core/pull/59144,iMarkus,False,,
,,,2021-11-05T07:35:08Z,,https://github.com/home-assistant/core/pull/59144,iMarkus,False,2edfa45c051f8816c9f6d503776380df3a40ffd7,Add support for Irrigator (ggq) in Tuya
,,,2021-11-05T07:37:41Z,,https://github.com/home-assistant/core/pull/59144,iMarkus,False,f65176a179d30e864ba02f0bed307e9095cee6f1,Add support for Irrigator (ggq) in Tuya
,,,2021-11-05T09:25:18Z,,https://github.com/home-assistant/core/pull/59144,iMarkus,False,6c93dd82af427a5e57aefc3549294ab39dcfeb3a,Add support for Irrigator (ggq) in Tuya
,,,2021-11-05T09:28:31Z,,https://github.com/home-assistant/core/pull/59144,iMarkus,False,e2de16fc266fb20a0a06457dbd9475da50ec0391,Add support for Irrigator (ggq) in Tuya
,,,2021-11-05T10:15:20Z,,https://github.com/home-assistant/core/pull/59144,iMarkus,False,2957f24154d6d4d20fffe1173f4051a0fc10f7fc,Removed trailing whitespace
,,,2021-11-07T07:43:09Z,,https://github.com/home-assistant/core/pull/59144,iMarkus,False,b6895eed03aa2ab985d7559bc9779c0198517e11,Removed Child Lock
,,,2021-11-09T12:30:18Z,,https://github.com/home-assistant/core/pull/59144,iMarkus,False,f514f36ebcdff3a72df950ab6f2d42a17279185b,Added Start
,,,2021-11-09T12:38:37Z,,https://github.com/home-assistant/core/pull/59144,iMarkus,False,a1d3688e35e21152678e549ffbf9278b5673a0dd,Update switch.py
,,,2021-11-10T10:20:48Z,,https://github.com/home-assistant/core/pull/59144,iMarkus,False,fd6959b29720c4347526a41c64c4ebca2d6dc5c6,Add support for Irrigator (ggq) in Tuya
,,,2021-11-10T11:08:54Z,,https://github.com/home-assistant/core/pull/59144,iMarkus,False,beb79e391dbd666ae1e039a1e9cfa5526db5c7b1,Countdown moved to number.py
