Comment Type,User,Comment,Date,Pull Request URL
Issue,frenck,"So, I've been looking at this from the sidelines and discussed this a bit with @MartinHjelmare (and in the past with @bramkragten as well), and I think this PR is close but should take a different approach.

## Taking a step back first

One of the biggest issues (IMHO) for end-users, in general, is: Getting the tokens!
There are many ways to get the tokens, but most are not straightforward and is often way to complicated for users.

There is now a program that uses the cloud to get the tokens, but it triggers some virus scanners on Windows and on Mac is refuses to run initially (because unsigned and untrusted).

## This PR

This PR actually brings in the cloud to fetch information, but only in a specific use case.

## Suggestion

So, as for my suggestion, based on the above 2 things; I would like to propose a solution that makes the integration easier to set up for users, uses the cloud when needed, but still allows to use without.

Config flow:

- Ask to add devices via the cloud OR manually via IP/Token (make sure to mark the cloud as easier / default/recommend for easy set up)
- Selected: Cloud
  - Ask for login
  - List devices so a user can choose the device to add (filtered by devices that are already added).
  - Create a local entry with a token from the cloud as usual. If an EU gateway is chosen, store cloud credentials additionally, so the functionality in this PR works as expected.
- Select: Manual
  - Follows the current config flow.
  - If an EU gateway is chosen, ask for cloud credentials, so the functionality in this PR works as expected.
  

Additionally: Using this process, if a config entry needs the  cloud (e.g., in case of the EU gateway), re-auth can be triggered as needed as well.

This would remove the need to stuff it into the options flow as well.

Result: Happy end-user. We made integrating Xiaomi devices more easy, still control them locally. No weirdness to get a token and the cases that do need the cloud, are handled just like any other integration.",2021-05-17T07:52:42Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,"@frenck thank you for your input and clear story.
I have been thinking about this for a while too since the cloud would indeed allow much easier integration for users (instead of the tokens).

Through the cloud a list of all Miio devices can be retrieved with all there connection details (also local IP of the device).
Therefore we could make it such that a user needs to setup the integration only once with it's Cloud credentials and that all Miio devices are then added automatically. As opposed to setting up one integration per device (and having to supply the same cloud credentials each time.

The only problem I see with that aproach are the unique_ids, If you setup all devices using one cloud integration you only set one unique ID (based on the username of the cloud probably), A user could then also setup a device manually and the unique ID would then be set based on the individual device ending up with 2x the same device (one through the cloud and one configured manually). So bassically mixing manual and cloud setup would then be a problem.
Furthermore if the Miio device list is obtained from the Cloud, that would mean the integration will be reliant on a internet connection and the Miio cloud servers during integration init (each time the integration is started). If we make an integration per device we can store all relevant information locally and are only reliant on internet/cloud during config flow setup.

@frenck What do you think: 1 integration per device or one central integration with all devices using cloud.




",2021-05-17T15:12:12Z,https://github.com/home-assistant/core/pull/47955
Issue,frenck,"> What do you think: 1 integration per device or one central integration with all devices using cloud.

I would stick to the 1 device per config entry at this point. It keeps the cloud out (and uses it only for initial setup/handshake). It is also close to what is there already and avoids major overhauls.",2021-05-17T15:19:58Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,"To do:
- ~update string.json and en.json~
- ~test and debug the new config flow~
- ~write tests for new config flow~
- ~add re-auth flow and trigger re-auth whenever cloud credentials/new tokens are needed~",2021-05-27T20:39:13Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,@frenck / @MartinHjelmare this is ready for revieuw/merge,2021-06-05T12:09:08Z,https://github.com/home-assistant/core/pull/47955
Issue,frenck,"> @frenck / @MartinHjelmare this is ready for revieuw/merge

Almost 😉 ",2021-06-05T12:10:29Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,"Finally all tests pass, sorry about that.",2021-06-05T13:33:29Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,"@MartinHjelmare I processed all comments, any more feedback?",2021-06-06T15:25:29Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,@frenck could you also revieuw/merge?,2021-06-06T22:04:57Z,https://github.com/home-assistant/core/pull/47955
Issue,frenck,Taking a look now!,2021-06-14T21:48:17Z,https://github.com/home-assistant/core/pull/47955
Review,ntilley905,"I would return from each `if` block instead of nesting here. Then just return `None` at the end in case none of the blocks are met.

```suggestion

    if flow_type == CONF_GATEWAY:
        return GATEWAY_PLATFORMS
    if flow_type == CONF_DEVICE:
        if model in MODELS_SWITCH:
            return SWITCH_PLATFORMS
        if model in MODELS_FAN:
            return FAN_PLATFORMS
        if model in MODELS_LIGHT:
            return LIGHT_PLATFORMS
        for vacuum_model in MODELS_VACUUM:
            if model.startswith(vacuum_model):
                return VACUUM_PLATFORMS
        for air_monitor_model in MODELS_AIR_MONITOR:
            if model.startswith(air_monitor_model):
                return AIR_MONITOR_PLATFORMS
                
    return None
```",2021-03-15T21:01:00Z,https://github.com/home-assistant/core/pull/47955
Review,starkillerOG,Thanks for the sugestion,2021-03-15T22:04:23Z,https://github.com/home-assistant/core/pull/47955
Review,ntilley905,"Should the IoT class be adjusted to `CLOUD_POLL` instead of `LOCAL_POLL` with this change? I know it can now be either/or, not sure which should be reflected in the integration as a result. ",2021-03-16T13:28:26Z,https://github.com/home-assistant/core/pull/47955
Review,starkillerOG,"I don't think so because even when the cloud credentials are used, the cloud is only accesed once on startup of the integration to get the subdevice list. All other communication also getting the status of the subdevices uses local communication (local polling).",2021-03-16T14:06:04Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,"We can probably use `entry.async_on_unload` to take care of the undo listener callback.
```suggestion
    entry.async_on_unload(entry.add_update_listener(update_listener))
```",2021-04-27T09:58:38Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,"```suggestion
    entry.async_on_unload(entry.add_update_listener(update_listener))
```",2021-04-27T09:59:10Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,"```suggestion
    unload_ok = await hass.config_entries.async_unload_platforms(
        config_entry, platforms
    )
```",2021-04-27T10:02:51Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,"```suggestion
    hass.config_entries.async_setup_platforms(entry, platforms)
```",2021-04-27T10:04:01Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,"```suggestion
```",2021-04-27T10:04:21Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,"```suggestion
```",2021-04-27T10:06:05Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,We need to have defaults here unless we set defaults in the entry options during config entry setup. The options flow won't be run by default on entry setup.,2021-04-27T10:09:06Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,We also need to check credentials in the options flow.,2021-04-27T10:11:16Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,Why are these options part of an options flow? Normally connection details are part of the main config flow. Shouldn't we ask the user to choose what kind of connection to use when creating the entry?,2021-04-27T10:13:16Z,https://github.com/home-assistant/core/pull/47955
Review,starkillerOG,"The cloud settings/credentials are all optional, if they are not specified this gives None and that means the cloud is not used and only local commands are used. The default is therefore None which is now handeld, but I will make the default False, which makes it a bit more clear.",2021-04-28T10:25:17Z,https://github.com/home-assistant/core/pull/47955
Review,starkillerOG,"It is not really chosing, currently the local connection details are nessesary and suffiecient to set up the gateway.
The cloud credentials are optional and not needed, but the local connection details are always needed.

If cloud credentials are specified, the cloud is used to get the list of subdevices which can also be obtained by local control for most models of gateways, except for the EU gateway model (it lacks the required local command), the EU gateway itself can be controlled through local commands, only the list of subdevices cannot be optained (they can be controlled localy).
So the cloud credentials are currently an option to get subdevices for the EU gateway. ",2021-04-28T10:40:31Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,Do all country gateway types support the cloud option or only the EU gateway? Do the other countries benefit from using the cloud option? Maybe we should only ask for the cloud option when the user configures an EU gateway?,2021-04-28T10:46:16Z,https://github.com/home-assistant/core/pull/47955
Review,starkillerOG,I added checks with proper errors in the options flow.,2021-04-28T10:59:20Z,https://github.com/home-assistant/core/pull/47955
Review,starkillerOG,"All gateway types do support the cloud option (that is the way the xiaomi miio home app works).

It is not really about the country but the model of the gateway (I call it EU gateway because that model has an EU power plug and it ment to be sold in the EU but obviously you can also use it outside the EU countries or use a diffrent model gateway inside the EU, the diffrent models are listed here https://www.home-assistant.io/integrations/xiaomi_miio/#supported-xiaomi-gateway-models).

At the moment other gateway models don't really benefit from using the cloud option, although I have seen some issues where localy retrieving the device list gives errors (related to max message size in miio local portecol) if large amounts of subdevices are connected (40+), users experiancing such problems cloud probably use the cloud option to get it working, but that has not been tested.
Besides for the future there are things that can be done with the cloud which is locally not possible (such as retrieving the last time (timestamp) a motion sensor has seen motion)
",2021-04-28T11:12:39Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,We can raise `ConfigEntryAuthFailed` to have the ConfigEntry start the re-auth flow for us automatically.,2021-06-05T11:29:49Z,https://github.com/home-assistant/core/pull/47955
Review,starkillerOG,@MartinHjelmare will that also include the config_entry data?,2021-06-05T11:59:11Z,https://github.com/home-assistant/core/pull/47955
Review,starkillerOG,"Already tested it, it works.
Thanks for the hint!",2021-06-05T12:07:42Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,Can we combine the sync calls inside a function that we schedule once on the executor? Context switches are expensive.,2021-06-05T14:27:57Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,"```suggestion
        ""description"": ""The Xiaomi Miio integration needs to re-authenticate your account in order to update the tokens or add missing cloud credentials."",
```",2021-06-05T14:29:23Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,"```suggestion
        select_schema = vol.Schema(
```",2021-06-05T14:36:42Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,"```suggestion
            {vol.Required(""select_device""): vol.In(list(self.cloud_devices))}
```",2021-06-05T14:37:53Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,"```suggestion
            step_id=""select"", data_schema=select_schema, errors=errors
```",2021-06-05T14:38:06Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,Don't pass errors from outside a step method. The errors are specific to the form of the step.,2021-06-05T14:43:10Z,https://github.com/home-assistant/core/pull/47955
Review,MartinHjelmare,We could merge this step with the connect step. Then we wouldn't need to pass errors around.,2021-06-05T14:47:44Z,https://github.com/home-assistant/core/pull/47955
Review,starkillerOG,done,2021-06-06T15:04:16Z,https://github.com/home-assistant/core/pull/47955
Review,starkillerOG,"Done, I merged the two",2021-06-06T15:14:13Z,https://github.com/home-assistant/core/pull/47955
Issue,homeassistant,"Hi @Sjoerdfc, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#66114).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2022-02-08T21:45:06Z,https://github.com/home-assistant/core/pull/66114
Issue,Sjoerdfc,"The documentation PR: 

https://github.com/home-assistant/home-assistant.io/pull/21739",2022-02-22T09:50:57Z,https://github.com/home-assistant/core/pull/66114
Issue,home-assistant[bot],"
Hey there @ctalkington, mind taking a look at this pull request as it has been labeled with an integration (`jellyfin`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L626) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `jellyfin` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign jellyfin` Removes the current integration label and assignees on the pull request, add the integration domain after the command.

</details>

",2023-07-29T08:34:44Z,https://github.com/home-assistant/core/pull/97442
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2023-07-29T11:14:03Z,https://github.com/home-assistant/core/pull/97442
Issue,frenck,"👋  @j-stienstra Small and friendly notification. It seems like this PR is almost done! Did you maybe miss the last review comment? 

Don't forget to mark this PR ready for review once the last one has been solved.

../Frenck",2023-10-09T06:57:23Z,https://github.com/home-assistant/core/pull/97442
Issue,j-stienstra,Thanks @frenck for the reminder. I did see the comment a while back but then promptly forgot all about it ;),2023-10-10T19:06:08Z,https://github.com/home-assistant/core/pull/97442
Review,gjohansson-ST,Why do we need this?,2023-07-29T11:12:45Z,https://github.com/home-assistant/core/pull/97442
Review,gjohansson-ST,I suggest you have another DATA_SCHEMA without the url so the user doesn't have to fill it (I assume it doesn't change),2023-07-29T11:13:21Z,https://github.com/home-assistant/core/pull/97442
Review,j-stienstra,"I'm not sure what you are referring to. If you mean the casting to a dict, that is required in order to be able to update the entry data in the next step.",2023-07-29T19:55:21Z,https://github.com/home-assistant/core/pull/97442
Review,j-stienstra,"Yes, good suggestion! I made the change.",2023-07-29T19:55:48Z,https://github.com/home-assistant/core/pull/97442
Review,ctalkington,"I think this is different from the typical/suggested way of doing things is why he raised it as question.

https://developers.home-assistant.io/docs/config_entries_config_flow_handler?_highlight=reauth#reauthentication

notably you likely want to store the entry",2023-07-30T00:14:02Z,https://github.com/home-assistant/core/pull/97442
Review,gjohansson-ST,"See [here](https://github.com/home-assistant/core/blob/dev/homeassistant/components/sensibo/config_flow.py#L32-L75) as example which is quite similar to what you want to achieve.
Not sure if it's possible to change the username or if that should also be removed from the schema?",2023-07-30T10:38:55Z,https://github.com/home-assistant/core/pull/97442
Review,j-stienstra,"Okay, I'm not sure why entry_data is passed into async_step_reauth if we are not supposed to use it.
But anyway, I reconfigured the reauth flow to use the example code.
",2023-07-30T19:07:13Z,https://github.com/home-assistant/core/pull/97442
Review,elupus,"This should be a string, not the ex object.",2023-07-30T19:32:51Z,https://github.com/home-assistant/core/pull/97442
Review,elupus,"This should be possible to write as:
```python
new_input = self.entry.data | user_input
```",2023-07-30T19:35:36Z,https://github.com/home-assistant/core/pull/97442
Review,j-stienstra,"I believe this is exactly as the documentation describes: 
https://developers.home-assistant.io/docs/config_entries_config_flow_handler#reauthentication",2023-07-31T18:07:07Z,https://github.com/home-assistant/core/pull/97442
Review,elupus,"Indeed, it works. I didn't think it would str:ify the sub exception.",2023-07-31T18:45:17Z,https://github.com/home-assistant/core/pull/97442
Review,gjohansson-ST,"```suggestion
        vol.Required(CONF_PASSWORD): str,
```
I guess it's required to have a password which can't be """"?",2023-08-03T10:51:45Z,https://github.com/home-assistant/core/pull/97442
Review,gjohansson-ST,"```suggestion
          ""password"": ""[%key:common::config_flow::data::password%]""
```",2023-08-03T10:52:37Z,https://github.com/home-assistant/core/pull/97442
Review,j-stienstra,"It is actually possible to remove a password from a user entirely and authenticate with just a username. Not very safe of course, but possible in Jellyfin.",2023-08-08T18:33:17Z,https://github.com/home-assistant/core/pull/97442
Review,gjohansson-ST,😱 ,2023-08-08T19:33:30Z,https://github.com/home-assistant/core/pull/97442
Review,j-stienstra,Done!,2023-08-09T18:03:25Z,https://github.com/home-assistant/core/pull/97442
Review,j-stienstra,Thanks. That's very Pythonic indeed. The assert is still needed though to satisfy type checks.,2023-08-09T18:04:13Z,https://github.com/home-assistant/core/pull/97442
Review,gjohansson-ST,"```suggestion
```
Don't think this adds anything right?",2023-08-09T19:58:29Z,https://github.com/home-assistant/core/pull/97442
Review,j-stienstra,I suppose we can indeed do without. I removed these lines.,2023-10-10T19:05:08Z,https://github.com/home-assistant/core/pull/97442
Review,gjohansson-ST,All these tests that ends with an error should be continued so they end with an abort.,2023-10-12T18:19:00Z,https://github.com/home-assistant/core/pull/97442
Review,j-stienstra,Done!,2023-10-21T14:08:38Z,https://github.com/home-assistant/core/pull/97442
Issue,home-assistant[bot],"
Hey there @vangorra, mind taking a look at this pull request as it has been labeled with an integration (`withings`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1441) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `withings` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign withings` Removes the current integration label and assignees on the pull request, add the integration domain after the command.

</details>

",2023-10-15T17:47:08Z,https://github.com/home-assistant/core/pull/102058
Review,joostlek,"One problem I am experiencing with this setup is that this is fired at every update, thus creating more entities. I can't really find a nice way to remove this listener after we added the sensor",2023-10-15T17:48:28Z,https://github.com/home-assistant/core/pull/102058
Review,joostlek,"Gave it a shot, curious if this is what we want",2023-10-15T17:55:32Z,https://github.com/home-assistant/core/pull/102058
Review,bdraco,"```suggestion
        async_add_entities([WithingsBinarySensor(coordinator)])
```",2023-10-23T02:54:42Z,https://github.com/home-assistant/core/pull/102058
Review,bdraco,"You have this pattern in a few other places, it might be possible to make it a function",2023-10-23T02:55:49Z,https://github.com/home-assistant/core/pull/102058
Review,joostlek,I'll look into this for a follow up,2023-10-23T07:02:16Z,https://github.com/home-assistant/core/pull/102058
Review,MartinHjelmare,Please break long strings around max 88 characters per line.,2023-10-23T07:10:31Z,https://github.com/home-assistant/core/pull/102058
Issue,homeassistant,"Hi @qistoph, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#45751).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2021-01-30T18:14:58Z,https://github.com/home-assistant/core/pull/45751
Issue,probot-home-assistant[bot],"Hey there @home-assistant/core, @emontnemery, mind taking a look at this pull request as its been labeled with an integration (`mqtt`) you are listed as a [codeowner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L286) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2021-01-30T18:15:57Z,https://github.com/home-assistant/core/pull/45751
Issue,emontnemery,"I think this is a good idea, but please add or extend tests to verify the `entity_id` variable is present and working as intended.
Also, it would be good to get it done for all MQTT components, for example it's still missing from MQTT light, basic schema.
Finally, we need a documentation PR also.",2021-02-01T12:18:10Z,https://github.com/home-assistant/core/pull/45751
Issue,frenck,I wonder if we implement this if people would expect this to work in other places as well?,2021-02-01T12:23:10Z,https://github.com/home-assistant/core/pull/45751
Issue,qistoph,"> I think this is a good idea, but please add or extend tests to verify the `entity_id` variable is present and working as intended.
> Also, it would be good to get it done for all MQTT components, for example it's still missing from MQTT light, basic schema.
> Finally, we need a documentation PR also.

Thanks for the feedback I'll try to work everything out and update my progress here.

> I wonder if we implement this if people would expect this to work in other places as well?

I was also wondering about that. Actually I was, at first, already under the impression variables such as `entity_id` would be available and then had to figure out the work around.

Then again, the MQTT component is probably a component that is used for customization more than most others. As such it might be a good place to start and work it out from there to other components.",2021-02-02T17:09:44Z,https://github.com/home-assistant/core/pull/45751
Issue,emontnemery,"`entity_id` is already available as a template variable in other places where it makes sense, for example as part of trigger data.",2021-02-02T19:11:08Z,https://github.com/home-assistant/core/pull/45751
Issue,emontnemery,Would it make sense to provide the `entity_id` as a variable also to the command templates?,2021-02-02T19:17:13Z,https://github.com/home-assistant/core/pull/45751
Issue,emontnemery,@qistoph do you plan to finish this PR?,2021-02-17T08:24:44Z,https://github.com/home-assistant/core/pull/45751
Issue,qistoph,"> @qistoph do you plan to finish this PR?

Yes, though I've been a little busy lately and unable to give you an eta

Feel free to close it if that helps you keep an overview. I'll re-open it (can I?) when updates are pushed",2021-02-17T09:27:49Z,https://github.com/home-assistant/core/pull/45751
Issue,github-actions[bot],"There hasn't been any activity on this pull request recently. This pull request has been automatically marked as stale because of that and will be closed if no further activity occurs within 7 days.
Thank you for your contributions.",2021-03-19T10:22:53Z,https://github.com/home-assistant/core/pull/45751
Review,emontnemery,"The implication here is that you want to be notified each time an issue is reported on the MQTT integration and help out to fix bugs and review PRs, is that your intention?

Whichever the case, open a separate PR for that.",2021-02-01T12:06:59Z,https://github.com/home-assistant/core/pull/45751
Review,emontnemery,Same,2021-02-01T12:08:05Z,https://github.com/home-assistant/core/pull/45751
Review,emontnemery,"You need to update the default lambda when there is no template, see the failing CI test.",2021-02-01T12:12:39Z,https://github.com/home-assistant/core/pull/45751
Review,qistoph,"Thanks for the feedback. That was indeed not my intention, but done because of an error suggesting I had to in the `pre-commit` hook. I'll remove myself from codeowners in a PR update.",2021-02-02T16:35:11Z,https://github.com/home-assistant/core/pull/45751
Review,qistoph,Same,2021-02-02T16:35:18Z,https://github.com/home-assistant/core/pull/45751
Review,qistoph,Added in 2c70b7a87c.,2021-02-02T17:20:27Z,https://github.com/home-assistant/core/pull/45751
Issue,probot-home-assistant[bot],"Hey there @tuya, @zlinoliver, @metisu, @frenck, mind taking a look at this pull request as it has been labeled with an integration (`tuya`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L551) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2021-11-05T10:04:51Z,https://github.com/home-assistant/core/pull/59144
Issue,frenck,Closing this PR as it has been running stale. Feel free to re-open when ready to work in it again. 👍 ,2022-02-07T10:02:46Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,Is this a measurement or a setting?,2021-11-05T12:37:39Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,"This counts down the number of seconds. We don't allow that in sensors, instead calculate the datetime of when the timer finishes and use that (give it the `timestamp` device class as well).

Additionally, this isn't a measurement?",2021-11-05T12:38:49Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,"Missing temperature, humidity, water quantity, rain sensor information, total water consumption?",2021-11-05T12:39:35Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,"I don't see the child lock in the specifications, nor in your provided data dump?",2021-11-05T12:40:34Z,https://github.com/home-assistant/core/pull/59144
Review,iMarkus,Absolutely correct this is a setting.,2021-11-07T07:24:56Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,"Than it shouldn't be marked as measurement...

Instead mark it as an config category entity",2021-11-07T07:41:03Z,https://github.com/home-assistant/core/pull/59144
Review,iMarkus,"Correct, removed.",2021-11-07T07:43:43Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,"Look at this again, countdown is actually a function as well, not just a status. Because of that reason, it should be a number entity, not a sensor.",2021-11-07T07:53:40Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,It could be start as well?,2021-11-07T07:54:46Z,https://github.com/home-assistant/core/pull/59144
Review,iMarkus,Yes,2021-11-07T07:57:13Z,https://github.com/home-assistant/core/pull/59144
Review,iMarkus,Haven't added this because I cannot test and verify. Mine is just supporting battery and countdown.,2021-11-07T09:00:19Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,"We can use the docs to add them, and create a virtual device in the cloud platform to test that ",2021-11-07T09:01:39Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,"In that case, we need to support that, as right now, it only handles the switch ",2021-11-07T09:02:52Z,https://github.com/home-assistant/core/pull/59144
Review,iMarkus,As mine is also not supporting start I need to add a virtual device as proposed by you and test it.,2021-11-07T09:10:03Z,https://github.com/home-assistant/core/pull/59144
Review,iMarkus,Are you able to find an Irrigator as virtual device. I cannot find one here: https://iot.tuya.com/pmg/solution,2021-11-10T08:49:51Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,"😧 What the heck?
Ok, lets implement what you have in this point in that case, but lets add it as a note/comment to the entity descriptions that not all from the spec is implemented.",2021-11-10T09:48:11Z,https://github.com/home-assistant/core/pull/59144
Review,iMarkus,"Actually it counts down the minutes left.

countdown_left | Remaining time of countdown | Integer | {“unit”:“min”,“min”:0,“max”:1440,“scale”:0,“step”:1}

I am not sure how to add this one correctly.",2021-11-10T10:18:26Z,https://github.com/home-assistant/core/pull/59144
Review,iMarkus,@frenck can you give me a hint or support on calculation of the datetime when the timer finishes? Currently I am using it as a sensor and it updates every minute until 0. Indeed it is not bad to see how much minutes are left instead of a timestamp.,2021-11-11T08:26:12Z,https://github.com/home-assistant/core/pull/59144
Review,frenck,Calculate a datetime instead and return that :),2021-11-29T16:21:14Z,https://github.com/home-assistant/core/pull/59144
Issue,home-assistant[bot],"
Hey there @home-assistant/core, mind taking a look at this pull request as it has been labeled with an integration (`media_player`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L758) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `media_player` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign media_player` Removes the current integration label and assignees on the pull request, add the integration domain after the command.
- `@home-assistant add-label needs-more-information` Add a label (needs-more-information, problem in dependency, problem in custom component) to the pull request.
- `@home-assistant remove-label needs-more-information` Remove a label (needs-more-information, problem in dependency, problem in custom component) on the pull request.

</details>

",2023-12-18T18:56:08Z,https://github.com/home-assistant/core/pull/105999
Issue,mib1185,- draft to wait for #106005,2023-12-18T19:45:07Z,https://github.com/home-assistant/core/pull/105999
Review,MartinHjelmare,Taking the difference between two constants gives another constant. Define that constant at the module level.,2023-12-30T02:02:56Z,https://github.com/home-assistant/core/pull/105999
Review,mib1185,"```python
SIGNIFICANT_ATTRIBUTES: set[str] = {
    ATTR_ENTITY_PICTURE_LOCAL,
    ATTR_GROUP_MEMBERS,
    *ATTR_TO_PROPERTY,
} ^ {ATTR_MEDIA_POSITION, ATTR_MEDIA_POSITION_UPDATED_AT}
```

would this be ok to just have `SIGNIFICANT_ATTRIBUTES`? if yes, i'll create a PR",2023-12-30T14:39:56Z,https://github.com/home-assistant/core/pull/105999
Review,mib1185,"or maybe this one (_imo looks more readable_)🤔 
```python
INSIGNIFICANT_ATTRIBUTES: set[str] = {
    ATTR_MEDIA_POSITION,
    ATTR_MEDIA_POSITION_UPDATED_AT,
}

SIGNIFICANT_ATTRIBUTES: set[str] = {
    ATTR_ENTITY_PICTURE_LOCAL,
    ATTR_GROUP_MEMBERS,
    *ATTR_TO_PROPERTY,
} ^ INSIGNIFICANT_ATTRIBUTES
```",2023-12-30T14:41:08Z,https://github.com/home-assistant/core/pull/105999
Review,MartinHjelmare,"Yes, but note that the difference is not the same as the symmetric difference of two sets.",2023-12-30T14:44:11Z,https://github.com/home-assistant/core/pull/105999
Review,mib1185,"uhhh ... good to known 👍 

```python
Python 3.11.4 (main, Jun  7 2023, 18:32:58) [GCC 10.2.1 20210110] on linux
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>> a = {1,2,3,4,5,6}
>>> b = {3,5,7}
>>> a - b
{1, 2, 4, 6}
>>> a ^ b
{1, 2, 4, 6, 7}
```

than it should be like this, right?

```
INSIGNIFICANT_ATTRIBUTES: set[str] = {
    ATTR_MEDIA_POSITION,
    ATTR_MEDIA_POSITION_UPDATED_AT,
}

SIGNIFICANT_ATTRIBUTES: set[str] = {
    ATTR_ENTITY_PICTURE_LOCAL,
    ATTR_GROUP_MEMBERS,
    *ATTR_TO_PROPERTY,
} - INSIGNIFICANT_ATTRIBUTES
```",2023-12-30T14:52:00Z,https://github.com/home-assistant/core/pull/105999
Review,MartinHjelmare,Yes. 👍 ,2023-12-30T15:22:40Z,https://github.com/home-assistant/core/pull/105999
Review,mib1185,- #106727 ✅ ,2023-12-30T15:42:30Z,https://github.com/home-assistant/core/pull/105999
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2023-10-18T09:55:17Z,https://github.com/home-assistant/core/pull/102217
Issue,iliessens,"Hi!

I created a new PR #105796 with the media playback changes. I will try finishing up the audio part (and take out the media playback) next week in this PR.",2023-12-15T11:29:13Z,https://github.com/home-assistant/core/pull/102217
Issue,emontnemery,@iliessens please mark the PR as ready for review when you're finished with your changes.,2023-12-18T15:46:24Z,https://github.com/home-assistant/core/pull/102217
Issue,github-actions[bot],"There hasn't been any activity on this pull request recently. This pull request has been automatically marked as stale because of that and will be closed if no further activity occurs within 7 days.
If you are the author of this PR, please leave a comment if you want to keep it open. Also, please rebase your PR onto the latest dev branch to ensure that it's up to date with the latest changes.
Thank you for your contribution!",2024-02-16T17:11:24Z,https://github.com/home-assistant/core/pull/102217
